facilityID,facilityName,measureID,measureName,elementID,elementName
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6530,Diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6540,Diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6545,Onset date and time of diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6550,Diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6555,Onset date and time of diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6560,Diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6565,Onset date and time of diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6570,Diagnosis of trauma
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6575,Onset date and time of diagnosis of trauma
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6630,Serum lactate test ordered
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.6635,Date and time of serum lactate test ordered
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.8000,Diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.8005,Onset date and timing of diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.8500,Emergency Department Visit
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.8505,Date and Time of arrival (onset) to Emergency Department
X59229,MultiCare Auburn Medical Center,26,Sepsis Management: Septic Shock: Lactate Level Measurement,X26.8506,Date and Time of departure (abatement) from Emergency Department
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.2065,Patient Deceased
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.2067,Death Date and timing
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.3200,Diagnosis of ischemic stroke
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.3205,Onset date and time of diagnosis of ischemic stroke
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6325,Date and time of patient arrival to Emergency Department (ED)
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6460,Diagnosis of septic shock
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6465,Onset date and time of diagnosis of septic shock
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6470,Diagnosis of sepsis
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6475,Onset date and time of diagnosis of sepsis
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6480,Diagnosis of infection
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6485,Onset date and time of diagnosis of infection
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6490,Diagnosis of acute hypotension
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6495,Onset date and time of diagnosis of acute hypotension
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6500,Diagnosis of second or third degree burn
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6505,Onset date and time of diagnosis of second or third degree burn
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6510,Diagnosis of seizure
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6515,Onset date and time of diagnosis of seizure
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6520,Diagnosis of acute gastrointestinal hemorrhage
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6530,Diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6540,Diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6545,Onset date and time of diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6550,Diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6555,Onset date and time of diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6560,Diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6565,Onset date and time of diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6570,Diagnosis of trauma
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6575,Onset date and time of diagnosis of trauma
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6670,IV antibiotics for sepsis ordered
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6675,Date and timing of order for IV antibiotics for sepsis
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8000,Diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8005,Onset date and timing of diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8500,Emergency Department Visit
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8505,Date and Time of arrival (onset) to Emergency Department
X59229,MultiCare Auburn Medical Center,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8506,Date and Time of departure (abatement) from Emergency Department
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.2065,Patient Deceased
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.2067,Death Date and timing
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.3200,Diagnosis of ischemic stroke
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.3205,Onset date and time of diagnosis of ischemic stroke
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6325,Date and time of patient arrival to Emergency Department (ED)
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6460,Diagnosis of septic shock
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6465,Onset date and time of diagnosis of septic shock
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6470,Diagnosis of sepsis
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6475,Onset date and time of diagnosis of sepsis
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6480,Diagnosis of infection
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6485,Onset date and time of diagnosis of infection
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6490,Diagnosis of acute hypotension
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6495,Onset date and time of diagnosis of acute hypotension
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6500,Diagnosis of second or third degree burn
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6505,Onset date and time of diagnosis of second or third degree burn
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6510,Diagnosis of seizure
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6515,Onset date and time of diagnosis of seizure
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6520,Diagnosis of acute gastrointestinal hemorrhage
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6530,Diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6540,Diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6545,Onset date and time of diagnosis of hemorrhagic stroke
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6550,Diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6555,Onset date and time of diagnosis of myocardial infarction
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6560,Diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6565,Onset date and time of diagnosis of toxicological emergency
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6570,Diagnosis of trauma
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6575,Onset date and time of diagnosis of trauma
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6590,Diagnosis of heart failure
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6595,Onset date and time of diagnosis of heart failure
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6610,Diagnosis of end stage renal disease
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6615,Onset date and time of diagnosis of end stage renal disease
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6680,Crystalloid fluids for sepsis ordered
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6685,Date and timing of order for crystalloid fluids for sepsis
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6686,Quantity of crystalloid fluids for sepsis ordered
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8000,Diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8005,Onset date and timing of diagnosis of cardiac arrest
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8500,Emergency Department Visit
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8505,Date and Time of arrival (onset) to Emergency Department
X59229,MultiCare Auburn Medical Center,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8506,Date and Time of departure (abatement) from Emergency Department
